square_id,model,split,n_seeds,mae,mae_std,rmse,rmse_std,mape,smape,mase,mase_std,r2,bias,n_params,device,lag1_copy_ratio,train_wall_s,train_wall_std,inference_wall_s,inference_ms_per_step
4159,lstm_ensemble,stress,3,19.6593,0.0,23.837,0.0,19.2564,17.0197,0.24027,0.0,0.60765,18.0666,607107,cuda,1.8627,27.48,0.0,0.1626,0.1129
