square_id,model,split,n_seeds,mae,mae_std,rmse,rmse_std,mape,smape,mase,mase_std,r2,bias,n_params,device,lag1_copy_ratio,train_wall_s,train_wall_std,inference_wall_s,inference_ms_per_step
5161,lstm_ensemble,stress,3,118.556,0.0,175.6751,0.0,23.5286,19.6561,0.34127,0.0,0.97481,71.668,607107,cuda,1.6097,27.348,0.0,0.1665,0.1156
